Trade Date,Options Class,Underlying,Product Type,Exchange,Volume
2021/08/24,GME,GME,S,EDGX,13381
2021/08/25,GME,GME,S,BATS,26385
2021/08/25,GME,GME,S,C2,7075
2021/08/25,GME,GME,S,CBOE,25079
2021/08/25,GME,GME,S,EDGX,10060
2021/08/26,GME,GME,S,BATS,20945
2021/08/26,GME,GME,S,C2,5057
2021/08/26,GME,GME,S,CBOE,23344
2021/08/26,GME,GME,S,EDGX,7724
2021/08/27,GME,GME,S,BATS,19327
2021/08/27,GME,GME,S,C2,3082
2021/08/27,GME,GME,S,CBOE,12981
2021/08/27,GME,GME,S,EDGX,7453
2021/08/30,GME,GME,S,BATS,12346
2021/08/30,GME,GME,S,C2,1876
2021/08/30,GME,GME,S,CBOE,11108
2021/08/30,GME,GME,S,EDGX,5046
2021/08/31,GME,GME,S,BATS,10981
2021/08/31,GME,GME,S,C2,2078
2021/08/31,GME,GME,S,CBOE,9951
2021/08/31,GME,GME,S,EDGX,5319
2021/09/01,GME,GME,S,BATS,12059
2021/09/01,GME,GME,S,C2,2699
2021/09/01,GME,GME,S,CBOE,11445
2021/09/01,GME,GME,S,EDGX,3594
2021/09/02,GME,GME,S,BATS,7602
2021/09/02,GME,GME,S,C2,1215
2021/09/02,GME,GME,S,CBOE,9281
2021/09/02,GME,GME,S,EDGX,3553
2021/09/03,GME,GME,S,BATS,18101
2021/09/03,GME,GME,S,C2,3315
2021/09/03,GME,GME,S,CBOE,17529
2021/09/03,GME,GME,S,EDGX,5448
2021/09/07,GME,GME,S,BATS,7316
2021/09/07,GME,GME,S,C2,2099
2021/09/07,GME,GME,S,CBOE,9166
2021/09/07,GME,GME,S,EDGX,2877
2021/09/08,GME,GME,S,BATS,15847
2021/09/08,GME,GME,S,C2,4448
2021/09/08,GME,GME,S,CBOE,15485
2021/09/08,GME,GME,S,EDGX,5587
2021/09/09,GME,GME,S,BATS,29136
2021/09/09,GME,GME,S,C2,7271
2021/09/09,GME,GME,S,CBOE,27106
2021/09/09,GME,GME,S,EDGX,10548
2021/09/10,GME,GME,S,BATS,15957
2021/09/10,GME,GME,S,C2,2756
2021/09/10,GME,GME,S,CBOE,14236
2021/09/10,GME,GME,S,EDGX,5679
2021/09/13,GME,GME,S,BATS,15207
2021/09/13,GME,GME,S,C2,3933
2021/09/13,GME,GME,S,CBOE,14273
2021/09/13,GME,GME,S,EDGX,4236
2021/09/14,GME,GME,S,BATS,7524
2021/09/14,GME,GME,S,C2,2368
2021/09/14,GME,GME,S,CBOE,7064
2021/09/14,GME,GME,S,EDGX,2277
2021/09/15,GME,GME,S,BATS,7519
2021/09/15,GME,GME,S,C2,2386
2021/09/15,GME,GME,S,CBOE,7070
2021/09/15,GME,GME,S,EDGX,1951
2021/09/16,GME,GME,S,BATS,12622
2021/09/16,GME,GME,S,C2,3961
2021/09/16,GME,GME,S,CBOE,13404
2021/09/16,GME,GME,S,EDGX,3864
2021/09/17,GME,GME,S,BATS,11038
2021/09/17,GME,GME,S,C2,2634
2021/09/17,GME,GME,S,CBOE,12962
2021/09/17,GME,GME,S,EDGX,4160
2021/09/20,GME,GME,S,BATS,10256
2021/09/20,GME,GME,S,C2,3277
2021/09/20,GME,GME,S,CBOE,10118
2021/09/20,GME,GME,S,EDGX,3164
2021/09/21,GME,GME,S,BATS,5952
2021/09/21,GME,GME,S,C2,1498
2021/09/21,GME,GME,S,CBOE,5748
2021/09/21,GME,GME,S,EDGX,2191
2021/09/22,GME,GME,S,BATS,4386
2021/09/22,GME,GME,S,C2,1130
2021/09/22,GME,GME,S,CBOE,4184
2021/09/22,GME,GME,S,EDGX,1589
2021/09/23,GME,GME,S,BATS,5115
2021/09/23,GME,GME,S,C2,1658
2021/09/23,GME,GME,S,CBOE,5934
2021/09/23,GME,GME,S,EDGX,1873
2021/09/24,GME,GME,S,BATS,5403
2021/09/24,GME,GME,S,C2,1361
2021/09/24,GME,GME,S,CBOE,8076
2021/09/24,GME,GME,S,EDGX,3044
2021/09/27,GME,GME,S,BATS,5813
2021/09/27,GME,GME,S,C2,1137
2021/09/27,GME,GME,S,CBOE,5341
2021/09/27,GME,GME,S,EDGX,2802
2021/09/28,GME,GME,S,BATS,6656
2021/09/28,GME,GME,S,C2,1319
2021/09/28,GME,GME,S,CBOE,4825
2021/09/28,GME,GME,S,EDGX,1999
2021/09/29,GME,GME,S,BATS,5631
2021/09/29,GME,GME,S,C2,1254
2021/09/29,GME,GME,S,CBOE,4696
2021/09/29,GME,GME,S,EDGX,1642
2021/09/30,GME,GME,S,BATS,13248
2021/09/30,GME,GME,S,C2,7089
2021/09/30,GME,GME,S,CBOE,12048
2021/09/30,GME,GME,S,EDGX,4299
2021/10/01,GME,GME,S,BATS,7682
2021/10/01,GME,GME,S,C2,2334
2021/10/01,GME,GME,S,CBOE,12490
2021/10/01,GME,GME,S,EDGX,3235
